adsId,monthlyRent
100369229,500
100652702,500
100629750,500
100658986,500
100257108,500
99177587,500
100499438,500
100818721,500
100660623,500
100639392,500
96468204,500
100561897,500
99889036,500
100602931,500
100700843,500
100761432,500
100649744,500
100427766,500
100622820,500
100565907,500
100706636,500
100745944,500
100683880,500
100546985,500
100292704,500
100555816,500
95579801,500
100504160,500
97705609,500
100519806,500
100814827,500
95579806,500
100266717,530
82111250,530
100719164,530
99661028,549
100663997,550
100426270,550
100052989,550
100540847,550
100571232,550
98408795,550
99536953,550
100824831,550
100519053,550
100561888,550
100296564,550
100617309,550
100565814,550
100753104,550
100476401,550
100818450,550
100549003,550
100199582,550
100520832,550
100748860,550
100824728,550
100575084,550
100630673,550
100784919,550
100555993,550
100750320,550
100631364,550
100253613,550
100833363,550
99550117,550
100637680,550
100520746,550
100631385,550
100089985,550
100265799,550
100561892,550
100852564,550
100761334,550
98856964,550
100828588,550
100222576,550
100476939,550
100545222,550
100819144,550
97552787,550
100755483,550
99760048,550
100676627,550
100656961,550
100678086,550
100764381,550
100694903,550
100731850,550
100759210,550
100827048,550
100851461,550
100623860,550
100201254,550
99897284,550
100832899,550
100815839,550
100724393,550
99893783,550
100619127,550
100804783,550
100612839,550
100568748,550
100558857,550
99071429,550
100800711,550
100648697,550
99774218,550
100567933,550
100749775,550
99991697,550
100247887,550
100699972,550
100548994,550
99613644,550
100676827,550
100623859,550
100844356,550
99947710,550
100603776,550
98053529,580
100707829,580
95565679,580
99927148,580
100633410,580
100351838,580
100189096,580
100394233,599
100727892,600
100265747,600
100773522,600
100540113,600
100516585,600
100782807,600
100742548,600
99961728,600
100650132,600
100762725,600
100557118,600
100616315,600
100540276,600
100260610,600
99987852,600
100333382,600
100757149,600
100628661,600
99079717,600
100794057,600
100801108,600
98584380,600
100511141,600
100818634,600
100759836,600
99937474,600
99929896,600
100825146,600
100523511,600
100848125,600
100833973,600
100700683,600
99572597,600
100796385,600
99406106,600
99129433,600
100734586,600
100593681,600
100167053,600
100805380,600
98518662,600
100620022,600
100618058,600
57559339,600
98701347,600
100597213,600
100695978,600
99529476,600
99634704,600
100540054,600
100509088,600
99878863,600
100584780,600
100665420,600
99633625,600
100100780,600
100505780,600
100790771,600
100417812,600
100577075,600
99579296,600
100756036,600
100732327,600
100538883,600
99969749,600
95891322,600
100136680,600
98652049,600
99885196,600
100638766,600
100848110,600
99184078,600
100581508,600
100535479,600
100853446,600
100625464,600
99890842,600
100409716,600
100694968,600
99890822,600
100616254,600
99956610,600
100526605,600
100740214,600
100495620,600
100445516,600
99937452,600
100824945,600
93536343,600
100551249,600
99945932,600
100505989,600
100797811,600
100760830,600
100637664,600
100637290,600
99977467,600
100686600,600
100758226,600
96350183,600
99416376,600
100531543,600
100703113,600
97157407,600
100761450,600
100608056,600
100551226,600
100535447,600
100756002,600
100664234,600
100513767,600
100644254,600
100718741,600
100687699,600
100037510,600
97261240,600
99860884,600
100594910,600
100517183,600
99668723,600
100268280,600
100351313,600
98968304,600
100703094,600
99448051,600
99929865,600
100023854,600
99878891,600
100505943,600
100513733,600
100809639,600
100497583,600
100511121,600
100519828,600
100539860,600
100842759,600
100822566,600
100618115,600
99509320,600
100609889,600
100415338,600
100736245,600
100307422,600
100265044,600
99956643,600
100626554,600
99774468,600
100791831,600
100717414,600
99965959,600
100449420,600
100817040,600
100817388,600
71545204,600
99860305,600
100815060,600
100725687,600
100684785,600
100633464,600
100759797,600
100601830,600
100616366,600
100623822,600
99945966,600
99860692,600
100517220,600
100174598,600
100232501,600
100657189,600
99861943,601
99505446,601
99881057,601
99892277,601
99668992,601
100768540,601
99929625,601
99512600,601
100799283,601
100049518,602
100841233,602
99999575,602
99572599,602
99775140,602
100773441,602
99964057,602
100778154,603
99939415,603
99982730,603
99999574,603
100814941,603
99873740,603
99655914,603
100779626,604
99957952,604
99659663,604
99887476,604
99849750,604
100052383,605
99660753,605
99825259,605
100786892,605
99655893,605
98382553,620
100735889,620
98664748,620
100724917,620
100581918,620
100822455,620
100558341,630
100017794,630
100177345,630
100840827,630
100629474,630
100615423,630
98945228,645
100512994,648
99936565,648
100513112,648
100527743,649
100447587,650
100739381,650
100754605,650
100777618,650
100550974,650
99738061,650
99584917,650
100628993,650
100573634,650
99165679,650
100401258,650
100748755,650
100641861,650
100549979,650
100711018,650
100781360,650
98761319,650
100582255,650
99822652,650
100097207,650
100852646,650
100612932,650
100765741,650
100631966,650
100415536,650
96614043,650
98244460,650
100577300,650
100126507,650
98640907,650
100512875,650
100711028,650
99565222,650
100701321,650
99846115,650
95585179,650
100531355,650
96614368,650
100720460,650
100776004,650
100054046,650
100685168,650
100724528,650
100726589,650
100551194,650
100661044,650
100607199,650
100835627,650
97671631,650
100540646,650
100526645,650
99995206,650
100639596,650
100834337,650
100712004,650
100783328,650
100775727,650
100833287,650
100780068,650
100633559,650
100414508,650
100293759,650
100374041,650
100843117,650
100519265,650
100738927,650
99274208,650
100840847,650
99777028,650
100696384,650
100584946,650
100661038,650
100556725,650
100759540,650
100830449,650
98974070,650
100260080,650
100537794,650
100763341,650
100833462,650
100812312,650
100634771,650
99226245,650
100312333,650
100215629,650
100582678,650
100403914,650
99951801,650
100703354,650
100573335,650
100854067,650
100813619,650
100123168,650
100760118,650
99746718,650
100692305,650
100187025,650
100851221,650
99823311,650
100661800,650
99160000,650
100772776,650
99997323,650
100699992,650
100595146,650
100773162,650
100799950,650
100658654,650
100190245,650
100728079,650
100490233,650
100794138,650
100837688,650
100827602,650
100439951,650
100288483,650
100666051,650
100544354,650
100666899,650
100600326,650
100521674,650
100780044,650
100617999,650
100731522,650
100563178,650
100755958,650
99920095,650
100719924,650
100602678,650
100588703,650
100526629,650
96848015,650
100445998,650
100847533,650
99762951,650
100786020,650
100600743,650
100480550,650
100702051,650
100316227,650
98180610,650
100626230,650
100288419,650
100479257,650
99406183,650
98141329,650
100440821,650
100846226,650
100143359,650
100043370,650
100722898,650
100690711,650
97871040,650
99975812,650
100755617,650
100512333,656
100512284,658
100408805,660
100572141,660
100837437,660
100109935,670
98226995,680
100796323,680
100680497,680
100596487,680
100266644,680
99626939,680
99795982,680
100720831,680
100734576,680
100258883,680
100811297,680
100780499,680
100767827,680
100810639,680
100256972,680
100795417,680
100736122,680
100592432,689
100590141,690
100813404,690
100466410,695
100825458,698
100822269,698
100825824,698
100635129,698
98685811,699
100729199,699
100611083,699
94752737,699
99362928,699
95867355,699
100188881,699
94610680,699
100052835,699
98702282,699
100642004,699
100784843,699
99617807,699
100585405,699
95523663,699
87537298,700
100788083,700
100700907,700
100571523,700
98524548,700
100687543,700
98892024,700
100692375,700
100514320,700
98498435,700
100802203,700
89885321,700
87305411,700
100625897,700
100702109,700
100777288,700
100579543,700
99872781,700
100791681,700
99911007,700
99893795,700
100829586,700
99999101,700
100620531,700
100708508,700
100512692,700
100727824,700
97550167,700
100640876,700
99770133,700
98558225,700
100725451,700
100721613,700
100763141,700
100005225,700
100707761,700
100181831,700
100805957,700
100496560,700
100843747,700
100744525,700
95326541,700
100829170,700
100564746,700
100616344,700
99627232,700
98811748,700
100712647,700
100521535,700
100517842,700
100835249,700
93143925,700
99902549,700
100788224,700
99985338,700
98555226,700
100579307,700
100572724,700
100837431,700
99608843,700
100618924,700
100849106,700
95364037,700
100065632,700
97329240,700
98750824,700
99837130,700
100614751,700
99950498,700
100748608,700
100642058,700
100649390,700
100740481,700
100703328,700
100728159,700
100788259,700
100734466,700
100509313,700
100840133,700
100262395,700
100783948,700
100204485,700
99601783,700
100739070,700
100687450,700
100738339,700
100196121,700
99740072,700
100818848,700
98711805,700
100130509,700
100538594,700
100680513,700
100503482,700
100788856,700
100672871,700
100658229,700
100581465,700
98665242,700
100599463,700
64339247,700
99887757,700
100755965,700
100683895,700
100792682,700
100728863,700
100544991,700
98736694,700
100734406,700
99966603,700
100795469,700
99872859,700
100621969,700
100743543,700
100621993,700
100266169,700
99987352,700
100526729,700
100648782,700
100837266,700
100748515,700
100284531,700
90401691,700
100800977,700
100567901,700
99892584,700
99526035,700
100621727,700
100753128,700
95763055,700
98453719,700
100644671,700
100713722,700
100751130,700
100607105,700
100716512,700
99958084,700
96937487,700
100550826,700
100659959,700
100248200,700
98727977,700
100233390,700
100303122,700
94700004,700
100721445,700
100702596,700
100454271,700
100712904,700
100714163,700
100664304,700
98683876,700
100808851,700
100080781,700
100840599,700
100207313,700
100646019,700
100565514,700
100766690,700
100640151,700
100842701,700
98795451,700
100006117,700
99534370,700
100276113,700
99387337,700
100320315,700
100582892,700
88507804,700
100576237,700
100687460,700
100555921,700
100531128,700
100536903,700
100516990,700
92093449,700
100100897,700
100739619,700
100651425,700
98544190,700
99202781,700
100685180,700
100722003,700
100530697,700
100586176,700
91413381,700
100308623,700
100553064,700
100724135,700
98142943,700
100711287,700
100714164,700
99928621,700
100315764,700
100765271,700
100822400,700
97382600,700
100662575,700
100714162,700
100716999,700
100572041,700
98968893,700
100207095,700
100627343,700
100460422,700
100724875,700
100550932,700
100696454,700
100350346,700
100665118,700
100650152,700
100760591,700
100829277,700
95891412,700
99027034,700
100735464,700
100606220,700
99754762,700
100576158,700
99762215,700
99757510,700
100812229,700
100739124,700
100823905,700
100455399,700
90035333,700
98982547,700
93946559,700
98320851,700
100672881,700
100635298,700
99208703,700
99087772,700
100634034,700
100084073,700
100707763,700
100604624,700
90313661,700
100722830,700
100084609,700
99502313,700
98973289,700
100523557,700
100331560,700
100730144,700
100769811,700
100831469,700
100265645,700
99455494,700
100528816,700
100652107,700
98903346,700
100769036,700
100545538,700
99051989,700
95419037,700
100748385,700
100652504,700
100312530,700
99724619,700
100759707,700
100575083,700
100592127,700
100658228,700
99551669,700
100635715,700
100788195,700
100697270,700
100741253,700
100724139,700
100576089,700
100069390,700
95599118,700
100658635,700
100774482,700
100572364,700
100751129,700
97275191,700
98825844,700
100581842,700
100744322,700
100771218,700
83092039,700
86281365,700
100516035,700
100717270,700
100849819,700
100710826,700
98490895,700
99243646,700
100756434,700
99766324,700
100621024,700
99956936,700
100771129,700
100459964,700
100666183,700
100708593,700
100728164,700
100486030,700
100853369,700
100767742,700
100478163,700
100275327,700
100714438,700
99320194,700
100685087,700
97828943,700
100518295,700
100155234,700
100710927,700
98753237,700
99745474,700
99215299,700
99771752,700
100692382,700
100772961,700
100714103,700
82246142,700
100758900,700
100581070,700
100328462,700
100271714,700
100341414,700
98538049,700
100640234,700
100495581,700
99401004,700
99721333,700
100260240,700
99446715,700
100499665,700
100822462,700
100735111,700
100645576,700
100724085,700
100850429,700
100673473,700
99988326,700
98921241,700
99907704,700
99863114,700
100356352,700
86299538,700
100850695,700
99949585,700
100660778,700
99039558,700
100774636,700
99643179,701
99654437,701
99636076,705
100740196,710
98547572,710
98696113,720
99975749,720
100719935,720
100573447,722
100448970,723
100531420,730
100566892,730
99999357,730
100517764,740
100499126,740
99857348,746
100512997,748
100728830,749
100822788,750
100584166,750
100727741,750
99752401,750
100844386,750
100388771,750
99752132,750
100470331,750
100630021,750
100740518,750
100765759,750
100810234,750
100616455,750
100679910,750
100636152,750
93014050,750
100004528,750
100236597,750
100791309,750
100303965,750
100748817,750
100852103,750
100599940,750
100124246,750
99736088,750
100093974,750
100566691,750
100828911,750
99989236,750
99944172,750
98079552,750
100705570,750
100736720,750
86329881,750
100841028,750
100814979,750
100135230,750
95292480,750
99696562,750
100764605,750
100745740,750
100443417,750
100305354,750
99888830,750
98640109,750
98605588,750
99496315,750
99753733,750
100812332,750
99778211,750
100806704,750
99232643,750
100047573,750
100599041,750
99890297,750
99412029,750
100279492,750
99536210,750
100445523,750
100384194,750
100566948,750
100057507,750
100004571,750
98953363,750
100327867,750
100655602,750
100297515,750
98338823,750
99855280,750
100544487,750
99940756,750
100518509,750
100807669,750
100719237,750
100235165,750
100033151,750
100799001,750
99617624,750
100557845,750
100633372,750
100517594,750
100504229,750
98417803,750
87274217,750
100834368,750
100713920,750
100153835,750
100079726,750
100827486,750
100596949,750
100280159,750
100764991,750
100553299,750
100499372,750
99146407,750
82094528,750
100727031,750
99970548,750
100796531,750
100587838,750
99725686,750
99301349,750
100419858,750
100753692,750
100503354,750
99749787,750
100406662,750
100795323,750
100571646,750
99854541,750
100678879,750
100834041,750
100524982,750
100712515,750
99743310,750
100832278,750
99487106,750
99893839,750
100575389,750
99851987,750
100658214,750
100645692,750
100668995,750
97437241,750
100306578,750
100632113,750
99938577,750
100692114,750
100762815,750
100691851,750
100662042,750
100573135,750
100408427,750
99054523,750
100314646,750
99580318,750
100748400,750
98598895,750
100569913,750
99069384,750
100799813,750
99892622,750
100723560,750
100240105,750
100198971,750
100744049,750
99957281,750
100272760,750
97281597,750
100558055,750
100744222,750
99526158,750
100746469,750
100578457,750
100703577,750
100404666,750
100786628,750
100553239,750
97501436,750
100798800,750
100659375,750
99936146,750
100665645,750
98348932,750
92813710,750
99743821,750
100790049,750
100518785,750
100667719,750
100582307,750
99169507,750
99961525,750
100597359,750
100842072,750
100525985,750
100160105,750
100636991,750
99972898,750
98727155,750
100756367,750
100829105,750
100768647,750
100750295,750
99881978,750
93650493,750
100785593,750
100369539,750
100294690,750
100802466,750
100416133,750
99883191,750
100546635,750
99741625,750
100766998,750
100773286,750
100537095,750
99766937,750
100631797,750
97257609,750
100294090,750
100802833,750
98895828,750
100731777,750
100057838,750
98669628,750
100593468,750
100837169,750
100790077,750
98987533,750
100735706,750
98444198,750
100644225,750
100552418,750
100776867,750
99689374,750
100790071,750
100651793,750
100783544,750
100720681,750
99878394,750
100316540,750
100844345,750
100820228,750
100680927,750
98597422,750
100564659,750
98631916,750
100731607,750
100718569,750
100420910,750
100847054,750
100139504,750
92624128,750
99856341,750
100741880,750
99333787,750
99326135,750
100840950,750
100025113,750
100726438,750
100158049,750
98623938,750
100800935,750
99525901,750
99999437,750
100523766,750
99304775,750
99937441,750
100741215,750
100760195,750
100782279,750
98881398,750
100801419,750
100217649,750
100661975,750
100056627,750
100184322,750
99273964,750
100750661,750
100850616,750
100351496,750
100561807,750
100850677,750
100788106,750
99497928,750
99766929,750
99839498,750
100700224,750
100699358,750
100603552,750
99716920,750
99723752,750
99899874,750
100498086,750
100781984,750
99444525,750
100623122,750
100555555,750
100056770,750
99745650,750
99859506,750
99882417,750
99218677,750
99823964,750
100807381,750
99991642,750
100376014,750
100603941,750
100357180,750
100560295,750
100694891,750
99780906,750
100626458,750
100529449,750
100774576,750
99971538,750
100537084,750
100650022,750
100244701,760
98640587,760
100577914,760
100580130,760
100689684,760
70598304,760
100461439,770
100743898,770
100628922,770
100717575,770
99963722,780
100808566,780
97255763,780
99927410,780
100572197,780
100253249,780
100626697,780
99078465,780
100722307,780
100763592,780
83185889,780
100517746,780
99843890,780
100414724,780
100266584,780
100832481,780
100673148,780
100647096,780
100849291,790
100533268,790
99806596,798
99805943,798
99432606,798
100578502,798
100635131,798
100743752,799
100377629,799
100713026,799
100769603,799
97379488,799
100431804,799
100827981,799
100500136,799
100663145,799
100715735,799
100781938,799
100555046,799
100342824,799
100642611,799
99653038,799
100282448,800
100705097,800
100816644,800
99546706,800
99893595,800
100647823,800
100568772,800
99766921,800
100366509,800
100495132,800
99501943,800
100244136,800
100696303,800
100724233,800
99052564,800
100811138,800
97729776,800
98676337,800
99905231,800
100412343,800
100694945,800
100789234,800
100306593,800
100174695,800
100734226,800
100259564,800
100768920,800
99288410,800
100767328,800
100062839,800
99435421,800
100516639,800
100709385,800
100642386,800
100646747,800
100516050,800
100619933,800
99483314,800
100813841,800
99956841,800
100246713,800
99797175,800
99945527,800
99942490,800
100656347,800
100545056,800
100599473,800
99961700,800
99355710,800
97289894,800
99931269,800
100817781,800
100038740,800
100760081,800
100491342,800
100751833,800
100719662,800
96368330,800
100623969,800
100564455,800
98257618,800
100802831,800
99425244,800
100768916,800
99872968,800
100728399,800
100685705,800
100842399,800
99521727,800
100152668,800
100834866,800
100831565,800
98441157,800
96337263,800
100826402,800
100548329,800
100338541,800
100081370,800
100624162,800
100757152,800
100151248,800
97288576,800
100161529,800
100687335,800
99736398,800
100792783,800
100805895,800
99800927,800
99043737,800
99470571,800
99567987,800
100103816,800
97307442,800
100047883,800
100823463,800
100757000,800
100602910,800
98284552,800
100263618,800
100608644,800
99811553,800
100741846,800
99857433,800
100852443,800
100222379,800
100787661,800
100662137,800
100518875,800
100823817,800
100497120,800
100523641,800
100066027,800
95903811,800
100310142,800
100750626,800
100464104,800
100761817,800
100329642,800
100541004,800
100611901,800
100817693,800
100506149,800
100394775,800
100176530,800
98494579,800
99824961,800
100779263,800
100508179,800
99834792,800
100852833,800
100709068,800
100653735,800
100798140,800
100163932,800
100740798,800
100542122,800
100833246,800
100811147,800
98692514,800
100656461,800
100204544,800
100225923,800
100646250,800
100800982,800
100481644,800
100521064,800
100604067,800
100657914,800
100621539,800
100809995,800
100618691,800
99603083,800
100683178,800
100442258,800
100520997,800
100756698,800
100795453,800
99759323,800
99739639,800
99532235,800
100037509,800
100854093,800
100593354,800
100851420,800
99836992,800
55164876,800
100439810,800
99766923,800
99546836,800
100537394,800
99482331,800
100819796,800
98173363,800
100571167,800
100512582,800
100754014,800
98214589,800
100316321,800
99851373,800
100290277,800
100780107,800
99882602,800
100501277,800
100150956,800
100543387,800
100171346,800
99961765,800
100728418,800
100684119,800
99946177,800
100557733,800
100596643,800
100251662,800
100232404,800
100628588,800
99893727,800
99694477,800
100531028,800
100117981,800
100542510,800
100847970,800
100447476,800
100573581,800
100619237,800
99875626,800
100765576,800
100016330,800
100560161,800
100826070,800
100629553,800
100732053,800
100593387,800
97206241,800
100541776,800
99450054,800
100769898,800
100652338,800
100621391,800
99883028,800
98581660,800
99896980,800
100719147,800
99951917,800
100811312,800
99955333,800
100646085,800
100728027,800
98917541,800
100786962,800
100748171,800
100550003,800
96675226,800
99845862,800
100702081,800
99576012,800
100778165,800
99676827,800
100235872,800
100786963,800
100755252,800
100468201,800
99591163,800
100519830,800
100273992,800
100699486,800
100501009,800
97206951,800
99898522,800
99829538,800
100568039,800
100129652,800
100293777,800
100749446,800
100540461,800
100568099,800
99731562,800
97435542,800
99738981,800
100183909,800
100756953,800
99990651,800
99922048,800
100038744,800
100853319,800
100358626,800
100521374,800
100657967,800
100062507,800
100718202,800
97251969,800
100701175,800
99962838,800
100758174,800
100625633,800
98673800,800
100848099,800
100102743,800
99848077,800
98479193,800
97329096,800
99824379,800
100800773,800
100753489,800
97755232,800
99434619,800
99035374,800
100075974,800
100499063,800
97559056,800
95896442,800
100816581,800
99751490,800
99224146,800
98755320,800
100373362,800
98275963,800
100276422,800
98245810,800
100779309,800
100419478,800
100815889,800
100826848,800
100272960,800
99949114,800
77499160,800
99861498,800
100548793,800
100509526,800
100559329,800
99736293,800
100496470,800
96585785,800
99443172,800
99698717,800
100255994,800
100665180,800
96206755,800
99872262,800
100667542,800
100519184,800
100687982,800
100087983,800
97268991,800
100809612,800
99900689,800
99440238,800
100536954,800
100352611,800
100072381,800
99944279,800
100582632,800
100755186,800
100782970,800
96605750,800
100534501,800
99792398,800
100589322,800
100368039,800
100499350,800
100839140,800
100633455,800
98327472,800
100751225,800
99815199,800
100744129,800
99865909,800
100784174,800
100787729,800
100253253,800
100631228,800
100104073,800
100511504,800
100580747,800
100783898,800
99605097,800
100390126,800
100570977,800
100511423,800
100767303,800
70255817,800
100604881,800
100492912,800
99744228,800
99009367,800
99575605,800
100270212,800
100538829,800
100458125,800
99948172,800
100568653,800
100817046,800
100515349,800
100673959,800
100012268,800
100829270,800
100647253,800
100604083,800
100789228,800
100725321,800
98613082,800
100373137,800
94032721,800
98378959,800
100746755,800
99430861,800
97269637,800
100665891,800
100817122,800
99783417,800
100078945,800
100670823,800
100415195,800
100774759,800
99743040,800
97279436,800
100761857,800
99869789,800
100782974,800
99871752,800
100691939,800
100358635,800
99468099,800
99221810,800
100261072,800
100531127,800
100687906,800
100733572,800
100768461,800
99986439,800
100802556,800
100585986,800
100617543,800
100201012,800
100637662,800
100155604,800
100768661,800
100800368,800
100645351,800
100279165,800
100670561,800
100117887,800
100852338,800
100142741,800
100598930,800
100656543,800
97966851,800
100776623,800
100271583,800
100636993,800
99507725,801
100714911,810
100736527,810
100128434,820
99916103,820
99674470,820
100837736,824
100417758,830
100686614,830
99643666,830
100154285,830
96929328,830
100787074,830
100767462,830
100720439,830
100846484,830
95713202,830
100772901,830
96996682,849
100648007,849
100578995,850
100676391,850
100733994,850
99019924,850
100609691,850
92548194,850
99774224,850
97999274,850
100516664,850
100710384,850
100841833,850
100800431,850
98824225,850
100808104,850
99190475,850
100160632,850
100815069,850
100631353,850
100179110,850
100743860,850
99944688,850
99168238,850
97106039,850
99485971,850
97921666,850
100628725,850
100685415,850
100558057,850
100786163,850
100578813,850
100744810,850
100768919,850
100814070,850
100641932,850
99975312,850
100711514,850
100601617,850
100756994,850
100777758,850
99957046,850
100593242,850
100753022,850
100022097,850
100025287,850
100656544,850
99938511,850
100561292,850
100703572,850
100411075,850
100823753,850
100746408,850
97276123,850
100760446,850
100588970,850
98726795,850
98073945,850
100139450,850
89885446,850
100514904,850
100661047,850
99838782,850
99167822,850
100635787,850
97817081,850
100552529,850
100616493,850
100803858,850
100605877,850
100118074,850
100593430,850
98728919,850
100826519,850
99236357,850
100806593,850
100809734,850
99850892,850
98455028,850
100755443,850
99342584,850
100535977,850
100284164,850
99994145,850
99424378,850
100675141,850
100381702,850
99989862,850
100637616,850
97772557,850
100166451,850
94632258,850
97615591,850
100788315,850
100644011,850
100603309,850
100294809,850
100021339,850
100230554,850
99227497,850
100807455,850
100802493,850
100731942,850
99861900,850
99933578,850
100720679,850
98199635,850
100617860,850
100318477,850
100801530,850
100638199,850
97940331,850
100849866,850
100191848,850
100254565,850
100822910,850
100126112,850
99959665,850
98399016,850
96484814,850
98309400,850
100338595,850
100686568,850
98179023,850
98998108,850
100360413,850
100832682,850
98631633,850
100000715,850
100214409,850
98765794,850
100757228,850
100505367,850
100763200,850
100618080,850
100496575,850
100752406,850
100625990,850
100185351,850
100107050,850
100734400,850
100799766,850
100580437,850
100675302,850
100833247,850
95171991,850
100306694,850
99830839,850
100593614,850
100781969,850
99859082,850
100789216,850
98886386,850
100793510,850
86253278,850
100616587,850
95371263,850
100202448,850
100609993,850
100360766,850
100626811,850
100503962,850
100797753,850
100849808,850
100755460,850
100619917,850
92256792,850
100785710,850
100811498,850
100628654,850
100702539,850
99848506,850
100564365,850
100677290,850
100833190,850
99774978,850
100724851,850
98846464,850
100772995,850
100709066,850
100698163,850
100033078,850
100320933,850
100208803,850
99773466,850
99928034,850
99811501,850
100299301,850
98850015,850
100496729,850
100629988,850
98692858,850
100768682,850
100618060,850
100683321,850
100852079,850
100619924,850
100625244,850
100403897,850
99692403,850
100748949,850
100102986,850
100232615,850
100821977,850
99930697,850
100667005,850
100114908,850
100850293,850
100658888,850
100066815,850
100719236,850
100189238,850
100538906,850
100734403,850
100084009,850
99748132,850
99924647,850
100848932,850
100601618,850
100581098,850
99177326,850
100636737,850
90548550,850
100610112,850
100755484,850
99996829,850
99834874,850
100721371,850
96907036,850
100318450,850
100620526,850
99877030,850
99940113,850
100836430,850
100535403,850
100512371,850
100146650,850
100499425,850
100787790,850
100744451,850
98763880,850
99799798,850
100710368,850
100511212,850
99088739,850
100518547,850
100702485,850
100595208,850
100266236,850
99965403,850
100499943,850
100580162,850
99652166,850
100711304,850
99839385,850
100564697,850
100514296,850
100630548,850
100561567,850
100800147,850
98005008,850
100622037,850
100724967,850
100833045,850
100766601,850
100584208,850
93661445,850
100012402,850
100582981,850
100725259,850
100683763,850
100625392,850
100184509,850
83558728,850
100785133,850
99617324,850
99847431,850
100569519,850
100768922,850
100766117,850
98858168,850
100667562,850
99241194,850
100617524,850
100646256,850
99875611,850
97951544,850
99096447,850
100667193,850
100783816,850
100505467,850
100849811,850
100803727,850
97822654,850
97681893,850
100722527,850
100661074,850
99902599,850
99208125,850
99729021,850
100853535,850
100596246,850
100315363,850
100126095,850
100813648,850
100244919,850
99730116,850
99837780,850
100775434,850
100665712,850
98213327,850
99626593,850
100412568,850
100608866,850
98200567,850
100699289,850
100638017,850
100680295,850
100145295,850
100723080,850
99540015,850
100650655,850
99847080,850
100753171,850
100749595,850
100498647,850
85583696,850
